interp_r,interp_d,interp_mp1,interp_mp2,interp_mp3
950,3.774059,11.43959,19.13365,26.8317
960,3.775168,11.43995,19.13387,26.83185
970,3.776288,11.44032,19.13409,26.83207
980,3.777419,11.44069,19.13431,26.83217
990,3.778562,11.44107,19.13453,26.83234
1000,3.779715,11.44145,19.13476,26.83249
1010,3.78088,11.44184,19.13499,26.83265
1020,3.782056,11.44223,19.13522,26.83286
1030,3.783243,11.44262,19.13546,26.83299
1040,3.784442,11.44301,19.13569,26.83316
1050,3.785652,11.44341,19.13593,26.83338
1060,3.786873,11.44382,19.13618,26.8335
1070,3.788105,11.44422,19.13642,26.83369
1080,3.789348,11.44464,19.13666,26.83385
1090,3.790602,11.44505,19.13691,26.83403
1100,3.791868,11.44547,19.13716,26.83424
1110,3.793145,11.44589,19.13741,26.83438
1120,3.794433,11.44632,19.13767,26.83457
1130,3.795732,11.44675,19.13793,26.8348
1140,3.797042,11.44718,19.13819,26.83493
1150,3.798363,11.44762,19.13845,26.83514
1160,3.799695,11.44806,19.13871,26.83531
1170,3.801038,11.44851,19.13898,26.8355
1180,3.802393,11.44896,19.13925,26.83573
1190,3.803758,11.44941,19.13952,26.83588
1200,3.805135,11.44987,19.13979,26.83608
1210,3.806522,11.45033,19.14007,26.83633
1220,3.80792,11.45079,19.14034,26.83647
1230,3.80933,11.45126,19.14062,26.83669
1240,3.81075,11.45173,19.14091,26.83688
1250,3.812181,11.45221,19.14119,26.83708
1260,3.813623,11.45269,19.14148,26.83731
1270,3.815077,11.45317,19.14177,26.83749
1280,3.816541,11.45366,19.14206,26.8377
1290,3.818016,11.45415,19.14235,26.83791
1300,3.819502,11.45465,19.14265,26.83812
1310,3.820999,11.45514,19.14295,26.83834
1320,3.822506,11.45564,19.14325,26.83855
1330,3.824025,11.45615,19.14355,26.83876
1340,3.825555,11.45666,19.14386,26.83901
1350,3.827095,11.45718,19.14416,26.8392
1360,3.828646,11.45769,19.14448,26.83942
1370,3.830208,11.45821,19.14478,26.83964
1380,3.83178,11.45874,19.1451,26.83986
1390,3.833364,11.45927,19.14542,26.8401
1400,3.834958,11.4598,19.14573,26.84032
1410,3.836563,11.46034,19.14606,26.84055
1420,3.838179,11.46088,19.14638,26.84081
1430,3.839806,11.46142,19.14671,26.84101
1440,3.841443,11.46197,19.14703,26.84124
1450,3.843091,11.46252,19.14737,26.84148
1460,3.844749,11.46308,19.1477,26.84172
1470,3.846419,11.46364,19.14803,26.84197
1480,3.848099,11.4642,19.14837,26.84219
1490,3.849789,11.46477,19.14871,26.84244
1500,3.85149,11.46534,19.14905,26.84268
1510,3.853202,11.46591,19.14939,26.84293
1520,3.854925,11.46649,19.14974,26.84318
1530,3.856658,11.46707,19.15009,26.84342
1540,3.858401,11.46766,19.15044,26.84367
1550,3.860156,11.46825,19.15079,26.84394
1560,3.86192,11.46884,19.15115,26.84418
1570,3.863696,11.46944,19.1515,26.84443
1580,3.865481,11.47004,19.15186,26.84469
1590,3.867278,11.47064,19.15222,26.84495
1600,3.869084,11.47125,19.15259,26.84521
1610,3.870902,11.47187,19.15296,26.84547
1620,3.87273,11.47248,19.15333,26.84573
1630,3.874568,11.4731,19.1537,26.846
1640,3.876416,11.47373,19.15407,26.84626
1650,3.878275,11.47435,19.15445,26.84653
1660,3.880145,11.47499,19.15483,26.8468
1670,3.882025,11.47562,19.1552,26.84707
1680,3.883915,11.47626,19.15559,26.84735
1690,3.885815,11.4769,19.15597,26.84762
1700,3.887726,11.47755,19.15636,26.8479
1710,3.889647,11.4782,19.15675,26.84818
1720,3.891579,11.47885,19.15714,26.84845
1730,3.893521,11.47951,19.15753,26.84874
1740,3.895473,11.48017,19.15793,26.84902
1750,3.897435,11.48084,19.15833,26.8493
1760,3.899407,11.48151,19.15873,26.84959
1770,3.901391,11.48218,19.15913,26.84988
1780,3.903384,11.48285,19.15954,26.85016
1790,3.905387,11.48354,19.15995,26.85046
1800,3.9074,11.48422,19.16036,26.85075
1810,3.909424,11.48491,19.16077,26.85104
1820,3.911458,11.4856,19.16118,26.85134
1830,3.913502,11.48629,19.1616,26.85163
1840,3.915555,11.48699,19.16202,26.85193
1850,3.91762,11.4877,19.16244,26.85224
1860,3.919694,11.4884,19.16287,26.85254
1870,3.921778,11.48911,19.16329,26.85284
1880,3.923873,11.48983,19.16372,26.85315
1890,3.925977,11.49055,19.16415,26.85345
1900,3.928091,11.49127,19.16458,26.85376
1910,3.930216,11.49199,19.16502,26.85407
1920,3.93235,11.49272,19.16545,26.85439
1930,3.934495,11.49346,19.16589,26.8547
1940,3.936649,11.49419,19.16634,26.85501
1950,3.938813,11.49493,19.16678,26.85533
1960,3.940988,11.49568,19.16723,26.85565
1970,3.943172,11.49643,19.16767,26.85597
1980,3.945366,11.49718,19.16813,26.85629
1990,3.94757,11.49793,19.16858,26.85662
2000,3.949783,11.49869,19.16903,26.85694
2010,3.952007,11.49945,19.16949,26.85727
2020,3.954241,11.50022,19.16995,26.85759
2030,3.956484,11.50099,19.17041,26.85793
2040,3.958737,11.50177,19.17088,26.85825
2050,3.960999,11.50255,19.17134,26.85859
2060,3.963273,11.50333,19.17182,26.85892
2070,3.965555,11.50411,19.17229,26.85926
2080,3.967847,11.5049,19.17276,26.8596
2090,3.970149,11.5057,19.17324,26.85994
2100,3.97246,11.50649,19.17371,26.86028
2110,3.974781,11.50729,19.1742,26.86062
2120,3.977112,11.5081,19.17468,26.86097
2130,3.979453,11.50891,19.17516,26.86131
2140,3.981802,11.50972,19.17565,26.86166
2150,3.984162,11.51053,19.17614,26.86201
2160,3.986531,11.51135,19.17663,26.86236
2170,3.988911,11.51218,19.17712,26.86271
2180,3.991299,11.513,19.17762,26.86307
2190,3.993697,11.51383,19.17812,26.86343
2200,3.996105,11.51467,19.17862,26.86378
2210,3.998521,11.51551,19.17912,26.86414
2220,4.000948,11.51635,19.17963,26.8645
2230,4.003385,11.51719,19.18014,26.86486
2240,4.00583,11.51804,19.18064,26.86523
2250,4.008285,11.5189,19.18116,26.86559
2260,4.010749,11.51975,19.18167,26.86596
2270,4.013223,11.52062,19.18219,26.86633
2280,4.015705,11.52148,19.18271,26.8667
2290,4.018198,11.52235,19.18323,26.86707
2300,4.0207,11.52322,19.18375,26.86745
2310,4.023211,11.52409,19.18428,26.86782
2320,4.025732,11.52497,19.18481,26.8682
2330,4.028261,11.52586,19.18534,26.86858
2340,4.0308,11.52674,19.18587,26.86896
2350,4.033349,11.52763,19.18641,26.86934
2360,4.035906,11.52853,19.18694,26.86972
2370,4.038473,11.52943,19.18748,26.87011
2380,4.041049,11.53033,19.18802,26.87049
2390,4.043634,11.53123,19.18857,26.87088
2400,4.046228,11.53214,19.18911,26.87127
2410,4.048832,11.53305,19.18966,26.87167
2420,4.051445,11.53397,19.19021,26.87206
2430,4.054066,11.53489,19.19077,26.87246
2440,4.056697,11.53581,19.19132,26.87285
2450,4.059337,11.53674,19.19188,26.87325
2460,4.061986,11.53767,19.19244,26.87365
2470,4.064644,11.53861,19.193,26.87405
2480,4.067311,11.53955,19.19356,26.87445
2490,4.069987,11.54049,19.19413,26.87486
2500,4.072673,11.54144,19.1947,26.87526
2510,4.075367,11.54239,19.19527,26.87567
2520,4.07807,11.54334,19.19584,26.87608
2530,4.080782,11.5443,19.19642,26.87649
2540,4.083503,11.54526,19.197,26.87691
2550,4.086232,11.54622,19.19758,26.87732
2560,4.088971,11.54719,19.19816,26.87773
2570,4.091719,11.54816,19.19874,26.87815
2580,4.094476,11.54914,19.19933,26.87857
2590,4.09724,11.55012,19.19992,26.87899
2600,4.100015,11.5511,19.20051,26.87941
2610,4.102798,11.55209,19.20111,26.87984
2620,4.10559,11.55308,19.2017,26.88026
2630,4.10839,11.55408,19.2023,26.88069
2640,4.111199,11.55507,19.2029,26.88112
2650,4.114017,11.55608,19.2035,26.88155
2660,4.116844,11.55708,19.20411,26.88199
2670,4.119679,11.55809,19.20472,26.88242
2680,4.122523,11.5591,19.20533,26.88286
2690,4.125376,11.56012,19.20594,26.88329
2700,4.128238,11.56114,19.20655,26.88373
2710,4.131107,11.56216,19.20717,26.88417
2720,4.133986,11.56319,19.20779,26.88461
2730,4.136873,11.56422,19.20841,26.88506
2740,4.13977,11.56526,19.20903,26.8855
2750,4.142673,11.5663,19.20966,26.88594
2760,4.145586,11.56734,19.21028,26.88639
2770,4.148508,11.56839,19.21091,26.88684
2780,4.151438,11.56944,19.21154,26.8873
2790,4.154376,11.57049,19.21218,26.88775
2800,4.157322,11.57155,19.21282,26.8882
2810,4.160277,11.57261,19.21346,26.88866
2820,4.163241,11.57367,19.2141,26.88912
2830,4.166213,11.57474,19.21474,26.88958
2840,4.169194,11.57581,19.21538,26.89004
2850,4.172183,11.57689,19.21603,26.8905
2860,4.175179,11.57797,19.21668,26.89097
2870,4.178185,11.57905,19.21733,26.89143
2880,4.181199,11.58014,19.21799,26.8919
2890,4.184221,11.58123,19.21865,26.89237
2900,4.187251,11.58232,19.21931,26.89284
2910,4.19029,11.58342,19.21997,26.89331
2920,4.193337,11.58452,19.22063,26.89379
2930,4.196392,11.58563,19.22129,26.89426
2940,4.199455,11.58673,19.22196,26.89474
2950,4.202527,11.58785,19.22264,26.89522
2960,4.205606,11.58896,19.22331,26.8957
2970,4.208694,11.59008,19.22398,26.89619
2980,4.21179,11.59121,19.22466,26.89667
2990,4.214894,11.59233,19.22534,26.89715
3000,4.218007,11.59346,19.22602,26.89764
3010,4.221127,11.5946,19.22671,26.89813
3020,4.224255,11.59574,19.22739,26.89862
3030,4.227392,11.59688,19.22808,26.89911
3040,4.230536,11.59802,19.22877,26.89961
3050,4.233688,11.59917,19.22946,26.9001
3060,4.236849,11.60033,19.23016,26.9006
3070,4.240017,11.60148,19.23086,26.9011
3080,4.243194,11.60264,19.23156,26.9016
3090,4.246378,11.60381,19.23226,26.9021
3100,4.24957,11.60497,19.23296,26.9026
3110,4.25277,11.60614,19.23367,26.90311
3120,4.255978,11.60732,19.23438,26.90361
3130,4.259194,11.6085,19.23509,26.90412
3140,4.262418,11.60968,19.2358,26.90463
3150,4.265649,11.61086,19.23652,26.90514
3160,4.268888,11.61205,19.23723,26.90565
3170,4.272136,11.61325,19.23796,26.90617
3180,4.27539,11.61444,19.23868,26.90669
3190,4.278654,11.61564,19.2394,26.9072
3200,4.281924,11.61685,19.24013,26.90773
3210,4.285202,11.61805,19.24085,26.90824
3220,4.288488,11.61927,19.24159,26.90877
3230,4.291781,11.62048,19.24232,26.90929
3240,4.295083,11.6217,19.24306,26.90982
3250,4.298392,11.62292,19.2438,26.91035
3260,4.301709,11.62415,19.24454,26.91087
3270,4.305032,11.62538,19.24528,26.9114
3280,4.308364,11.62661,19.24602,26.91194
3290,4.311704,11.62785,19.24677,26.91247
3300,4.31505,11.62909,19.24752,26.91301
3310,4.318405,11.63033,19.24827,26.91355
3320,4.321766,11.63158,19.24902,26.91409
3330,4.325136,11.63283,19.24978,26.91463
3340,4.328513,11.63408,19.25053,26.91517
3350,4.331898,11.63534,19.2513,26.91571
3360,4.335289,11.6366,19.25206,26.91626
3370,4.338689,11.63787,19.25282,26.9168
3380,4.342096,11.63914,19.25359,26.91735
3390,4.34551,11.64041,19.25436,26.91791
3400,4.348932,11.64169,19.25513,26.91846
3410,4.352361,11.64297,19.25591,26.91901
3420,4.355797,11.64425,19.25668,26.91956
3430,4.359241,11.64554,19.25746,26.92012
3440,4.362691,11.64683,19.25824,26.92068
3450,4.36615,11.64812,19.25902,26.92124
3460,4.369616,11.64942,19.25981,26.9218
3470,4.373088,11.65072,19.26059,26.92237
3480,4.376568,11.65203,19.26138,26.92293
3490,4.380056,11.65334,19.26218,26.9235
3500,4.38355,11.65465,19.26297,26.92406
3510,4.387053,11.65597,19.26377,26.92463
3520,4.390561,11.65729,19.26456,26.92521
3530,4.394077,11.65861,19.26537,26.92578
3540,4.3976,11.65994,19.26617,26.92635
3550,4.40113,11.66127,19.26697,26.92693
3560,4.404668,11.6626,19.26778,26.92751
3570,4.408213,11.66394,19.26859,26.92808
3580,4.411764,11.66528,19.2694,26.92867
3590,4.415323,11.66663,19.27022,26.92925
3600,4.418889,11.66797,19.27103,26.92983
3610,4.422462,11.66933,19.27185,26.93042
3620,4.426042,11.67068,19.27267,26.93101
3630,4.429628,11.67204,19.27349,26.93159
3640,4.433222,11.67341,19.27432,26.93218
3650,4.436823,11.67477,19.27515,26.93277
3660,4.440431,11.67614,19.27598,26.93337
3670,4.444045,11.67752,19.27681,26.93396
3680,4.447667,11.67889,19.27765,26.93456
3690,4.451295,11.68027,19.27848,26.93516
3700,4.45493,11.68166,19.27932,26.93576
3710,4.458572,11.68305,19.28016,26.93636
3720,4.462222,11.68444,19.281,26.93697
3730,4.465878,11.68583,19.28185,26.93757
3740,4.469541,11.68723,19.2827,26.93818
3750,4.473209,11.68863,19.28355,26.93879
3760,4.476886,11.69004,19.2844,26.9394
3770,4.480569,11.69145,19.28525,26.94001
3780,4.484258,11.69287,19.28611,26.94062
3790,4.487955,11.69428,19.28697,26.94124
3800,4.491658,11.6957,19.28783,26.94185
3810,4.495368,11.69712,19.28869,26.94247
3820,4.499084,11.69855,19.28956,26.94309
3830,4.502808,11.69998,19.29043,26.94371
3840,4.506537,11.70142,19.2913,26.94433
3850,4.510273,11.70286,19.29217,26.94496
3860,4.514017,11.7043,19.29304,26.94559
3870,4.517766,11.70574,19.29392,26.94621
3880,4.521523,11.70719,19.2948,26.94684
3890,4.525285,11.70864,19.29568,26.94747
3900,4.529055,11.7101,19.29656,26.9481
3910,4.53283,11.71156,19.29745,26.94874
3920,4.536613,11.71302,19.29834,26.94937
3930,4.540401,11.71449,19.29922,26.95001
3940,4.544197,11.71596,19.30012,26.95065
3950,4.547998,11.71743,19.30101,26.95129
3960,4.551807,11.71891,19.30191,26.95193
3970,4.555622,11.72039,19.30281,26.95258
3980,4.559443,11.72188,19.30371,26.95322
3990,4.563271,11.72336,19.30461,26.95387
4000,4.567103,11.72486,19.30552,26.95452
4010,4.570944,11.72635,19.30643,26.95517
4020,4.57479,11.72785,19.30733,26.95582
4030,4.578643,11.72935,19.30825,26.95647
4040,4.582503,11.73086,19.30916,26.95712
4050,4.586368,11.73237,19.31008,26.95778
4060,4.59024,11.73388,19.311,26.95844
4070,4.594118,11.73539,19.31192,26.9591
4080,4.598002,11.73691,19.31284,26.95976
4090,4.601892,11.73844,19.31377,26.96043
4100,4.60579,11.73996,19.3147,26.96109
4110,4.609693,11.74149,19.31563,26.96176
4120,4.613602,11.74303,19.31656,26.96243
4130,4.617517,11.74457,19.31749,26.96309
4140,4.621439,11.74611,19.31843,26.96377
4150,4.625367,11.74765,19.31937,26.96444
4160,4.629301,11.7492,19.32031,26.96511
4170,4.63324,11.75075,19.32125,26.96579
4180,4.637187,11.75231,19.3222,26.96647
4190,4.641138,11.75387,19.32315,26.96715
4200,4.645096,11.75543,19.3241,26.96783
4210,4.64906,11.75699,19.32505,26.96851
4220,4.65303,11.75856,19.326,26.96919
4230,4.657007,11.76013,19.32696,26.96988
4240,4.66099,11.76171,19.32792,26.97057
4250,4.664978,11.76329,19.32888,26.97125
4260,4.668972,11.76487,19.32984,26.97194
4270,4.672972,11.76646,19.33081,26.97264
4280,4.676978,11.76805,19.33178,26.97333
4290,4.680989,11.76964,19.33275,26.97403
4300,4.685008,11.77124,19.33372,26.97472
4310,4.689032,11.77284,19.33469,26.97542
4320,4.693062,11.77444,19.33567,26.97612
4330,4.697097,11.77605,19.33665,26.97682
4340,4.701138,11.77766,19.33763,26.97752
4350,4.705186,11.77928,19.33861,26.97823
4360,4.709239,11.7809,19.3396,26.97894
4370,4.713298,11.78252,19.34059,26.97964
4380,4.717362,11.78414,19.34158,26.98035
4390,4.721433,11.78577,19.34257,26.98106
4400,4.725509,11.7874,19.34356,26.98177
4410,4.729591,11.78904,19.34456,26.98249
4420,4.733678,11.79068,19.34556,26.98321
4430,4.737772,11.79232,19.34656,26.98392
4440,4.741871,11.79397,19.34756,26.98464
4450,4.745975,11.79562,19.34857,26.98536
4460,4.750086,11.79727,19.34957,26.98609
4470,4.754202,11.79893,19.35058,26.98681
4480,4.758324,11.80058,19.35159,26.98753
4490,4.762451,11.80225,19.35261,26.98826
4500,4.766584,11.80392,19.35363,26.98899
4510,4.770723,11.80559,19.35464,26.98972
4520,4.774867,11.80726,19.35567,26.99046
4530,4.779017,11.80894,19.35669,26.99119
4540,4.783173,11.81062,19.35772,26.99192
4550,4.787333,11.8123,19.35874,26.99266
4560,4.7915,11.81399,19.35977,26.9934
4570,4.795672,11.81568,19.3608,26.99414
4580,4.799849,11.81737,19.36184,26.99487
4590,4.804031,11.81907,19.36287,26.99562
4600,4.80822,11.82077,19.36391,26.99636
4610,4.812414,11.82248,19.36495,26.99711
4620,4.816613,11.82419,19.36599,26.99786
4630,4.820817,11.8259,19.36704,26.9986
4640,4.825027,11.82761,19.36809,26.99936
4650,4.829243,11.82933,19.36914,27.00011
4660,4.833464,11.83106,19.37019,27.00086
4670,4.83769,11.83278,19.37124,27.00162
4680,4.841921,11.83451,19.3723,27.00237
4690,4.846159,11.83624,19.37336,27.00314
4700,4.8504,11.83798,19.37442,27.0039
4710,4.854648,11.83972,19.37548,27.00466
4720,4.858901,11.84146,19.37654,27.00542
4730,4.863159,11.84321,19.37761,27.00619
4740,4.867423,11.84496,19.37868,27.00696
4750,4.871691,11.84671,19.37975,27.00772
4760,4.875965,11.84847,19.38083,27.00849
4770,4.880244,11.85023,19.3819,27.00927
4780,4.884528,11.85199,19.38298,27.01004
4790,4.888817,11.85376,19.38406,27.01081
4800,4.893112,11.85553,19.38515,27.01159
4810,4.897412,11.8573,19.38623,27.01237
4820,4.901718,11.85908,19.38731,27.01315
4830,4.906027,11.86086,19.3884,27.01394
4840,4.910343,11.86264,19.38949,27.01472
4850,4.914663,11.86443,19.39059,27.0155
4860,4.918989,11.86622,19.39169,27.01628
4870,4.923319,11.86802,19.39278,27.01707
4880,4.927655,11.86981,19.39388,27.01786
4890,4.931995,11.87161,19.39498,27.01866
4900,4.936342,11.87342,19.39609,27.01945
4910,4.940692,11.87523,19.39719,27.02024
4920,4.945048,11.87704,19.3983,27.02104
4930,4.949409,11.87885,19.39941,27.02184
4940,4.953775,11.88067,19.40053,27.02263
4950,4.958146,11.88249,19.40164,27.02344
4960,4.962522,11.88432,19.40276,27.02424
4970,4.966903,11.88615,19.40388,27.02504
4980,4.971289,11.88798,19.405,27.02585
4990,4.975679,11.88982,19.40612,27.02666
5000,4.980075,11.89165,19.40725,27.02746
5010,4.984475,11.89349,19.40838,27.02827
5020,4.988881,11.89534,19.40951,27.02909
5030,4.993291,11.89719,19.41064,27.0299
5040,4.997706,11.89904,19.41178,27.03071
5050,5.002126,11.9009,19.41292,27.03153
5060,5.006551,11.90275,19.41405,27.03235
5070,5.01098,11.90462,19.4152,27.03317
5080,5.015415,11.90648,19.41634,27.03399
5090,5.019855,11.90835,19.41749,27.03481
5100,5.024299,11.91022,19.41864,27.03564
5110,5.028748,11.9121,19.41979,27.03646
5120,5.033201,11.91398,19.42094,27.03729
5130,5.03766,11.91586,19.42209,27.03812
5140,5.042122,11.91775,19.42325,27.03895
5150,5.04659,11.91964,19.42441,27.03979
5160,5.051063,11.92153,19.42557,27.04062
5170,5.05554,11.92343,19.42673,27.04145
5180,5.060022,11.92533,19.4279,27.04229
5190,5.064509,11.92723,19.42907,27.04313
5200,5.069,11.92914,19.43024,27.04397
5210,5.073496,11.93105,19.43141,27.04481
5220,5.077997,11.93296,19.43258,27.04566
5230,5.082502,11.93488,19.43376,27.0465
5240,5.087012,11.93679,19.43494,27.04735
5250,5.091526,11.93872,19.43612,27.0482
5260,5.096045,11.94064,19.4373,27.04905
5270,5.100569,11.94257,19.43849,27.0499
5280,5.105097,11.94451,19.43967,27.05075
5290,5.10963,11.94644,19.44087,27.05161
5300,5.114168,11.94838,19.44206,27.05246
5310,5.118709,11.95033,19.44325,27.05332
5320,5.123255,11.95227,19.44445,27.05418
5330,5.127806,11.95422,19.44564,27.05505
5340,5.132361,11.95617,19.44685,27.05591
5350,5.13692,11.95813,19.44805,27.05677
5360,5.141485,11.96009,19.44925,27.05764
5370,5.146054,11.96206,19.45046,27.0585
5380,5.150627,11.96402,19.45167,27.05937
5390,5.155205,11.96599,19.45288,27.06024
5400,5.159787,11.96796,19.45409,27.06112
5410,5.164373,11.96994,19.45531,27.06199
5420,5.168964,11.97192,19.45653,27.06287
5430,5.17356,11.9739,19.45775,27.06374
5440,5.178159,11.97589,19.45897,27.06462
5450,5.182763,11.97788,19.46019,27.0655
5460,5.187371,11.97987,19.46142,27.06639
5470,5.191984,11.98187,19.46265,27.06727
5480,5.196601,11.98387,19.46388,27.06815
5490,5.201222,11.98587,19.46511,27.06904
5500,5.205848,11.98788,19.46635,27.06993
5510,5.210478,11.98989,19.46759,27.07082
5520,5.215112,11.9919,19.46882,27.07171
5530,5.219751,11.99392,19.47007,27.07261
5540,5.224393,11.99594,19.47131,27.0735
5550,5.22904,11.99796,19.47256,27.07439
5560,5.233691,11.99998,19.47381,27.07529
5570,5.238347,12.00201,19.47506,27.07619
5580,5.243007,12.00405,19.47631,27.07709
5590,5.24767,12.00608,19.47756,27.078
5600,5.252338,12.00812,19.47882,27.0789
5610,5.25701,12.01017,19.48008,27.0798
5620,5.261686,12.01221,19.48134,27.08071
5630,5.266367,12.01426,19.4826,27.08162
5640,5.271051,12.01631,19.48387,27.08253
5650,5.275741,12.01837,19.48514,27.08344
5660,5.280434,12.02043,19.48641,27.08436
5670,5.285131,12.02249,19.48768,27.08527
5680,5.289832,12.02456,19.48895,27.08619
5690,5.294537,12.02663,19.49023,27.08711
5700,5.299246,12.0287,19.49151,27.08803
5710,5.30396,12.03077,19.49279,27.08895
5720,5.308677,12.03285,19.49407,27.08987
5730,5.313398,12.03494,19.49536,27.0908
5740,5.318124,12.03702,19.49664,27.09172
5750,5.322854,12.03911,19.49793,27.09265
5760,5.327588,12.0412,19.49922,27.09358
5770,5.332325,12.0433,19.50052,27.09451
5780,5.337066,12.0454,19.50182,27.09544
5790,5.341813,12.0475,19.50311,27.09638
5800,5.346561,12.0496,19.50441,27.09731
5810,5.351315,12.05171,19.50572,27.09825
5820,5.356072,12.05382,19.50702,27.09919
5830,5.360834,12.05594,19.50833,27.10013
5840,5.365599,12.05806,19.50964,27.10107
5850,5.370368,12.06018,19.51095,27.10202
5860,5.375142,12.0623,19.51226,27.10296
5870,5.379919,12.06443,19.51357,27.10391
5880,5.3847,12.06656,19.51489,27.10486
5890,5.389485,12.0687,19.51621,27.10581
5900,5.394274,12.07083,19.51753,27.10676
5910,5.399065,12.07297,19.51885,27.10771
5920,5.403862,12.07512,19.52018,27.10867
5930,5.408662,12.07727,19.52151,27.10962
5940,5.413466,12.07942,19.52284,27.11058
5950,5.418273,12.08157,19.52417,27.11154
5960,5.423086,12.08373,19.52551,27.1125
5970,5.427901,12.08589,19.52684,27.11346
5980,5.432721,12.08805,19.52818,27.11443
5990,5.437544,12.09022,19.52953,27.11539
6000,5.44237,12.09239,19.53087,27.11636
6010,5.447201,12.09456,19.53221,27.11733
6020,5.452036,12.09674,19.53356,27.1183
6030,5.456873,12.09892,19.53491,27.11928
6040,5.461715,12.1011,19.53626,27.12025
6050,5.466561,12.10329,19.53761,27.12122
6060,5.471411,12.10548,19.53897,27.1222
6070,5.476263,12.10767,19.54033,27.12318
6080,5.481119,12.10987,19.54169,27.12416
6090,5.48598,12.11207,19.54305,27.12514
