interp_r,interp_d,interp_mp1,interp_mp2,interp_mp3
3240,4.37325,11.88878,19.69324,27.54205
3250,4.376495,11.88997,19.69396,27.54256
3260,4.37975,11.89117,19.69468,27.54308
3270,4.383011,11.89237,19.69541,27.5436
3280,4.38628,11.89357,19.69614,27.54412
3290,4.389556,11.89478,19.69687,27.54464
3300,4.39284,11.89599,19.6976,27.54516
3310,4.396132,11.8972,19.69833,27.54568
3320,4.399431,11.89842,19.69907,27.54621
3330,4.402738,11.89964,19.6998,27.54674
3340,4.406052,11.90087,19.70054,27.54727
3350,4.409373,11.9021,19.70129,27.5478
3360,4.412702,11.90333,19.70203,27.54833
3370,4.416037,11.90457,19.70278,27.54887
3380,4.419382,11.90581,19.70353,27.5494
3390,4.422732,11.90705,19.70428,27.54994
3400,4.42609,11.9083,19.70503,27.55048
3410,4.429456,11.90955,19.70578,27.55102
3420,4.432829,11.9108,19.70654,27.55156
3430,4.436209,11.91206,19.7073,27.5521
3440,4.439597,11.91332,19.70806,27.55264
3450,4.442991,11.91458,19.70883,27.5532
3460,4.446393,11.91585,19.70959,27.55374
3470,4.449802,11.91712,19.71036,27.55429
3480,4.453219,11.9184,19.71113,27.55484
3490,4.456642,11.91967,19.71191,27.5554
3500,4.460073,11.92096,19.71268,27.55595
3510,4.463511,11.92224,19.71346,27.55651
3520,4.466956,11.92353,19.71423,27.55706
3530,4.470408,11.92482,19.71502,27.55762
3540,4.473868,11.92612,19.7158,27.55819
3550,4.477334,11.92742,19.71659,27.55875
3560,4.480808,11.92872,19.71738,27.55931
3570,4.484289,11.93003,19.71817,27.55988
3580,4.487776,11.93134,19.71896,27.56044
3590,4.491271,11.93265,19.71975,27.56101
3600,4.494772,11.93397,19.72055,27.56158
3610,4.498281,11.93529,19.72135,27.56215
3620,4.501797,11.93661,19.72215,27.56273
3630,4.505319,11.93794,19.72296,27.5633
3640,4.508849,11.93927,19.72376,27.56388
3650,4.512386,11.94061,19.72457,27.56446
3660,4.515929,11.94195,19.72538,27.56504
3670,4.51948,11.94329,19.72619,27.56562
3680,4.523037,11.94463,19.72701,27.5662
3690,4.526601,11.94598,19.72782,27.56678
3700,4.530172,11.94733,19.72864,27.56737
3710,4.53375,11.94869,19.72946,27.56796
3720,4.537334,11.95005,19.73028,27.56855
3730,4.540926,11.95141,19.73111,27.56914
3740,4.544524,11.95278,19.73194,27.56973
3750,4.548129,11.95415,19.73277,27.57032
3760,4.551741,11.95552,19.7336,27.57092
3770,4.55536,11.9569,19.73443,27.57151
3780,4.558984,11.95828,19.73527,27.57211
3790,4.562616,11.95966,19.73611,27.57271
3800,4.566255,11.96105,19.73695,27.57331
3810,4.5699,11.96244,19.73779,27.57392
3820,4.573552,11.96383,19.73864,27.57452
3830,4.577211,11.96523,19.73948,27.57513
3840,4.580876,11.96663,19.74033,27.57574
3850,4.584548,11.96804,19.74118,27.57635
3860,4.588226,11.96945,19.74204,27.57696
3870,4.591911,11.97086,19.74289,27.57757
3880,4.595603,11.97227,19.74375,27.57818
3890,4.599301,11.97369,19.74461,27.5788
3900,4.603005,11.97512,19.74547,27.57942
3910,4.606717,11.97654,19.74634,27.58004
3920,4.610435,11.97797,19.74721,27.58066
3930,4.614159,11.9794,19.74807,27.58128
3940,4.617889,11.98084,19.74895,27.5819
3950,4.621626,11.98228,19.74982,27.58253
3960,4.62537,11.98372,19.75069,27.58316
3970,4.62912,11.98517,19.75157,27.58378
3980,4.632876,11.98662,19.75245,27.58441
3990,4.636639,11.98807,19.75333,27.58505
4000,4.640408,11.98953,19.75422,27.58568
4010,4.644183,11.99099,19.7551,27.58631
4020,4.647965,11.99245,19.75599,27.58695
4030,4.651753,11.99392,19.75688,27.58758
4040,4.655549,11.99539,19.75777,27.58823
4050,4.659348,11.99687,19.75867,27.58887
4060,4.663156,11.99834,19.75957,27.58951
4070,4.666969,11.99983,19.76047,27.59015
4080,4.670789,12.00131,19.76137,27.5908
4090,4.674614,12.0028,19.76227,27.59145
4100,4.678446,12.00429,19.76318,27.59209
4110,4.682285,12.00578,19.76409,27.59274
4120,4.686129,12.00728,19.765,27.5934
4130,4.68998,12.00879,19.76591,27.59405
4140,4.693837,12.01029,19.76682,27.59471
4150,4.6977,12.0118,19.76774,27.59536
4160,4.701569,12.01331,19.76866,27.59602
4170,4.705443,12.01483,19.76958,27.59668
4180,4.709325,12.01635,19.7705,27.59734
4190,4.713212,12.01787,19.77143,27.598
4200,4.717106,12.0194,19.77235,27.59867
4210,4.721004,12.02093,19.77328,27.59933
4220,4.72491,12.02246,19.77422,27.6
4230,4.728822,12.024,19.77515,27.60067
4240,4.732739,12.02554,19.77609,27.60134
4250,4.736663,12.02708,19.77703,27.60201
4260,4.740593,12.02863,19.77797,27.60269
4270,4.744528,12.03018,19.77891,27.60336
4280,4.748469,12.03173,19.77985,27.60404
4290,4.752417,12.03329,19.7808,27.60472
4300,4.75637,12.03485,19.78175,27.6054
4310,4.760329,12.03641,19.7827,27.60608
4320,4.764294,12.03798,19.78366,27.60676
4330,4.768265,12.03955,19.78461,27.60745
4340,4.772243,12.04112,19.78557,27.60813
4350,4.776225,12.0427,19.78653,27.60883
4360,4.780213,12.04428,19.78749,27.60951
4370,4.784207,12.04587,19.78845,27.61021
4380,4.788208,12.04745,19.78942,27.6109
4390,4.792213,12.04904,19.79039,27.61159
4400,4.796225,12.05064,19.79136,27.61229
4410,4.800242,12.05224,19.79233,27.61298
4420,4.804266,12.05384,19.79331,27.61368
4430,4.808294,12.05544,19.79428,27.61438
4440,4.81233,12.05705,19.79527,27.61508
4450,4.81637,12.05866,19.79625,27.61579
4460,4.820415,12.06028,19.79723,27.61649
4470,4.824467,12.0619,19.79822,27.6172
4480,4.828525,12.06352,19.79921,27.61791
4490,4.832588,12.06515,19.8002,27.61862
4500,4.836656,12.06678,19.80119,27.61933
4510,4.840731,12.06841,19.80218,27.62004
4520,4.84481,12.07004,19.80318,27.62075
4530,4.848896,12.07168,19.80418,27.62147
4540,4.852987,12.07332,19.80518,27.62219
4550,4.857083,12.07497,19.80618,27.62291
4560,4.861186,12.07662,19.80719,27.62363
4570,4.865293,12.07827,19.8082,27.62435
4580,4.869406,12.07993,19.8092,27.62508
4590,4.873525,12.08159,19.81021,27.6258
4600,4.877649,12.08325,19.81123,27.62653
4610,4.881779,12.08492,19.81225,27.62726
4620,4.885914,12.08659,19.81326,27.62799
4630,4.890055,12.08826,19.81428,27.62872
4640,4.8942,12.08994,19.81531,27.62945
4650,4.898351,12.09162,19.81633,27.63019
4660,4.902508,12.0933,19.81736,27.63092
4670,4.906671,12.09499,19.81839,27.63166
4680,4.910838,12.09668,19.81942,27.6324
4690,4.91501,12.09837,19.82045,27.63314
4700,4.919189,12.10007,19.82149,27.63389
4710,4.923373,12.10176,19.82253,27.63463
4720,4.927561,12.10347,19.82357,27.63538
4730,4.931756,12.10518,19.82461,27.63612
4740,4.935956,12.10688,19.82565,27.63687
4750,4.94016,12.1086,19.82669,27.63762
4760,4.94437,12.11032,19.82774,27.63837
4770,4.948586,12.11203,19.8288,27.63912
4780,4.952807,12.11376,19.82985,27.63988
4790,4.957032,12.11549,19.8309,27.64064
4800,4.961263,12.11722,19.83196,27.64139
4810,4.9655,12.11895,19.83302,27.64215
4820,4.969741,12.12069,19.83408,27.64291
4830,4.973988,12.12243,19.83514,27.64368
4840,4.978239,12.12417,19.83621,27.64444
4850,4.982496,12.12592,19.83728,27.64521
4860,4.986758,12.12767,19.83835,27.64598
4870,4.991026,12.12942,19.83942,27.64674
4880,4.995297,12.13118,19.84049,27.64751
4890,4.999576,12.13294,19.84157,27.64828
4900,5.003858,12.1347,19.84265,27.64906
4910,5.008145,12.13647,19.84373,27.64984
4920,5.012437,12.13824,19.84481,27.65061
4930,5.016735,12.14002,19.84589,27.65139
4940,5.021038,12.14179,19.84698,27.65217
4950,5.025345,12.14357,19.84807,27.65295
4960,5.029658,12.14536,19.84916,27.65374
4970,5.033975,12.14714,19.85026,27.65452
4980,5.0383,12.14894,19.85135,27.65531
4990,5.042626,12.15073,19.85245,27.65609
5000,5.046959,12.15253,19.85355,27.65689
5010,5.051296,12.15433,19.85465,27.65767
5020,5.055639,12.15613,19.85575,27.65847
5030,5.059986,12.15794,19.85686,27.65926
5040,5.064338,12.15975,19.85797,27.66006
5050,5.068696,12.16156,19.85908,27.66086
5060,5.073058,12.16338,19.8602,27.66166
5070,5.077425,12.1652,19.86131,27.66245
5080,5.081796,12.16702,19.86243,27.66326
5090,5.086173,12.16885,19.86354,27.66406
5100,5.090554,12.17068,19.86467,27.66487
5110,5.094941,12.17252,19.86579,27.66567
5120,5.099331,12.17435,19.86691,27.66648
5130,5.103727,12.17619,19.86804,27.66729
5140,5.108128,12.17804,19.86917,27.6681
5150,5.112534,12.17988,19.8703,27.66891
5160,5.116943,12.18173,19.87144,27.66973
5170,5.121358,12.18359,19.87258,27.67054
5180,5.125778,12.18545,19.87371,27.67136
5190,5.130202,12.18731,19.87486,27.67218
5200,5.134631,12.18917,19.876,27.673
5210,5.139065,12.19104,19.87714,27.67382
5220,5.143504,12.19291,19.87829,27.67465
5230,5.147946,12.19478,19.87944,27.67547
5240,5.152394,12.19666,19.88059,27.6763
5250,5.156847,12.19854,19.88174,27.67713
5260,5.161304,12.20042,19.8829,27.67796
5270,5.165765,12.20231,19.88405,27.67879
5280,5.170231,12.2042,19.88521,27.67962
5290,5.174702,12.20609,19.88638,27.68045
5300,5.179178,12.20798,19.88754,27.68129
5310,5.183658,12.20989,19.88871,27.68213
5320,5.188142,12.21179,19.88988,27.68297
5330,5.192631,12.2137,19.89104,27.68381
5340,5.197124,12.2156,19.89222,27.68465
5350,5.201623,12.21752,19.89339,27.6855
5360,5.206125,12.21943,19.89457,27.68634
5370,5.210633,12.22135,19.89575,27.68719
5380,5.215144,12.22328,19.89693,27.68804
5390,5.219659,12.2252,19.89811,27.68889
5400,5.224181,12.22713,19.89929,27.68974
5410,5.228705,12.22906,19.90048,27.69059
5420,5.233235,12.231,19.90167,27.69145
5430,5.237769,12.23294,19.90286,27.6923
5440,5.242307,12.23488,19.90406,27.69316
5450,5.246849,12.23683,19.90526,27.69402
5460,5.251397,12.23878,19.90645,27.69489
5470,5.255949,12.24073,19.90765,27.69575
5480,5.260504,12.24268,19.90885,27.69661
5490,5.265064,12.24464,19.91006,27.69748
5500,5.269629,12.2466,19.91127,27.69834
5510,5.274199,12.24857,19.91247,27.69921
5520,5.278771,12.25054,19.91368,27.70008
5530,5.283349,12.25251,19.9149,27.70095
5540,5.287931,12.25449,19.91611,27.70183
5550,5.292517,12.25646,19.91733,27.7027
5560,5.297108,12.25845,19.91854,27.70358
5570,5.301702,12.26043,19.91977,27.70445
5580,5.306301,12.26242,19.92099,27.70534
5590,5.310905,12.26441,19.92221,27.70622
5600,5.315512,12.2664,19.92344,27.7071
5610,5.320124,12.2684,19.92467,27.70798
5620,5.32474,12.2704,19.92591,27.70887
5630,5.32936,12.27241,19.92714,27.70975
5640,5.333984,12.27441,19.92838,27.71065
5650,5.338613,12.27642,19.92961,27.71154
5660,5.343245,12.27844,19.93085,27.71243
5670,5.347882,12.28045,19.9321,27.71332
5680,5.352522,12.28248,19.93334,27.71422
5690,5.357168,12.2845,19.93459,27.71511
5700,5.361817,12.28652,19.93584,27.71601
5710,5.366471,12.28856,19.93709,27.71692
5720,5.371128,12.29059,19.93834,27.71782
5730,5.37579,12.29262,19.93959,27.71872
5740,5.380456,12.29466,19.94085,27.71962
5750,5.385125,12.29671,19.94211,27.72053
5760,5.389799,12.29875,19.94337,27.72144
5770,5.394477,12.3008,19.94464,27.72234
5780,5.399158,12.30285,19.9459,27.72326
5790,5.403845,12.30491,19.94717,27.72417
5800,5.408535,12.30697,19.94844,27.72508
5810,5.413229,12.30903,19.94971,27.726
5820,5.417927,12.3111,19.95099,27.72691
5830,5.422628,12.31317,19.95226,27.72783
5840,5.427335,12.31524,19.95354,27.72875
5850,5.432045,12.31731,19.95482,27.72967
5860,5.436759,12.31939,19.9561,27.73059
5870,5.441476,12.32147,19.95739,27.73152
5880,5.446198,12.32356,19.95868,27.73244
5890,5.450923,12.32564,19.95996,27.73337
5900,5.455654,12.32774,19.96126,27.7343
5910,5.460386,12.32983,19.96255,27.73523
5920,5.465125,12.33193,19.96384,27.73617
5930,5.469866,12.33403,19.96514,27.7371
5940,5.474611,12.33613,19.96644,27.73804
5950,5.47936,12.33824,19.96774,27.73897
5960,5.484113,12.34035,19.96905,27.73991
5970,5.488869,12.34246,19.97035,27.74085
5980,5.49363,12.34458,19.97166,27.74179
5990,5.498394,12.3467,19.97297,27.74273
6000,5.503163,12.34882,19.97428,27.74368
6010,5.507935,12.35095,19.9756,27.74463
6020,5.512711,12.35308,19.97691,27.74557
6030,5.51749,12.35521,19.97823,27.74652
6040,5.522274,12.35734,19.97955,27.74747
6050,5.527061,12.35948,19.98088,27.74842
6060,5.531852,12.36162,19.9822,27.74938
6070,5.536647,12.36377,19.98352,27.75033
6080,5.541445,12.36592,19.98485,27.75129
6090,5.546247,12.36807,19.98619,27.75225
6100,5.551053,12.37022,19.98752,27.75321
