interp_r,interp_d,interp_mp1,interp_mp2
11000,8.078123,12.88402,19.16844
11010,8.084046,12.88774,19.17094
11020,8.089972,12.89147,19.17343
11030,8.095898,12.89519,19.17593
11040,8.101825,12.89891,19.17843
11050,8.107752,12.90264,19.18093
11060,8.113681,12.90637,19.18344
11070,8.119612,12.91011,19.18595
11080,8.125543,12.91384,19.18847
11090,8.131474,12.91758,19.19098
11100,8.137408,12.92132,19.1935
11110,8.143342,12.92506,19.19602
11120,8.149277,12.92881,19.19855
11130,8.155213,12.93255,19.20107
11140,8.16115,12.9363,19.20359
11150,8.167089,12.94005,19.20612
11160,8.173028,12.9438,19.20865
11170,8.178967,12.94756,19.21118
11180,8.184908,12.95132,19.21371
11190,8.190851,12.95508,19.21625
11200,8.196794,12.95884,19.21879
11210,8.202738,12.9626,19.22133
11220,8.208683,12.96637,19.22387
11230,8.214628,12.97014,19.22641
11240,8.220576,12.97391,19.22896
11250,8.226523,12.97769,19.2315
11260,8.232472,12.98146,19.23405
11270,8.238423,12.98524,19.2366
11280,8.244373,12.98902,19.23915
11290,8.250325,12.99281,19.24171
11300,8.256277,12.99659,19.24426
11310,8.262231,13.00038,19.24682
11320,8.268186,13.00417,19.24938
11330,8.274141,13.00796,19.25194
11340,8.280098,13.01175,19.25451
11350,8.286056,13.01555,19.25707
11360,8.292014,13.01935,19.25964
11370,8.297974,13.02315,19.26221
11380,8.303934,13.02695,19.26478
11390,8.309896,13.03076,19.26736
11400,8.315858,13.03456,19.26993
11410,8.321821,13.03837,19.27251
11420,8.327785,13.04219,19.27509
11430,8.333751,13.046,19.27767
11440,8.339717,13.04982,19.28025
11450,8.345683,13.05363,19.28284
11460,8.351651,13.05746,19.28543
11470,8.35762,13.06128,19.28802
11480,8.36359,13.0651,19.29061
11490,8.369561,13.06893,19.2932
11500,8.375532,13.07276,19.29579
11510,8.381505,13.07659,19.29839
11520,8.387479,13.08043,19.30099
11530,8.393453,13.08426,19.30359
11540,8.399428,13.0881,19.30619
11550,8.405404,13.09194,19.30879
11560,8.411382,13.09578,19.3114
11570,8.417359,13.09963,19.31401
11580,8.423339,13.10348,19.31662
11590,8.429318,13.10733,19.31923
11600,8.435299,13.11118,19.32184
11610,8.441281,13.11503,19.32446
11620,8.447264,13.11889,19.32707
11630,8.453247,13.12275,19.32969
11640,8.459231,13.12661,19.33232
11650,8.465217,13.13047,19.33494
11660,8.471203,13.13433,19.33756
11670,8.47719,13.1382,19.34019
11680,8.483177,13.14207,19.34282
11690,8.489166,13.14594,19.34545
11700,8.495156,13.14981,19.34808
11710,8.501146,13.15369,19.35072
11720,8.507138,13.15757,19.35335
11730,8.51313,13.16145,19.35599
11740,8.519124,13.16533,19.35863
11750,8.525118,13.16921,19.36127
11760,8.531113,13.1731,19.36392
11770,8.537108,13.17699,19.36656
11780,8.543105,13.18088,19.36921
11790,8.549103,13.18477,19.37186
11800,8.555101,13.18867,19.37451
11810,8.5611,13.19256,19.37716
11820,8.567101,13.19646,19.37982
11830,8.573101,13.20036,19.38248
11840,8.579103,13.20427,19.38514
