interp_r,interp_d,interp_mp1,interp_mp2
5430,4.74397,9.863712,15.71185
5440,4.749079,9.866172,15.7134
5450,4.754191,9.868636,15.71494
5460,4.759307,9.871104,15.71649
5470,4.764427,9.873577,15.71804
5480,4.769551,9.876052,15.7196
5490,4.774678,9.878531,15.72116
5500,4.77981,9.881011,15.72272
5510,4.784945,9.883494,15.72429
5520,4.790084,9.885983,15.72586
5530,4.795227,9.888476,15.72743
5540,4.800374,9.890976,15.729
5550,4.805524,9.893478,15.73058
5560,4.810678,9.895984,15.73216
5570,4.815836,9.898491,15.73373
5580,4.820998,9.901003,15.73531
5590,4.826163,9.90352,15.73689
5600,4.831332,9.906041,15.73847
5610,4.836504,9.908566,15.74006
5620,4.841681,9.911096,15.74165
5630,4.846861,9.913628,15.74324
5640,4.852045,9.916164,15.74484
5650,4.857232,9.918705,15.74644
5660,4.862423,9.921249,15.74805
5670,4.867618,9.923798,15.74966
5680,4.872816,9.92635,15.75127
5690,4.878017,9.928905,15.75288
5700,4.883223,9.931465,15.7545
5710,4.888432,9.934029,15.75612
5720,4.893644,9.936596,15.75773
5730,4.89886,9.939167,15.75935
5740,4.90408,9.941742,15.76097
5750,4.909303,9.944321,15.7626
5760,4.91453,9.946903,15.76422
5770,4.91976,9.94949,15.76585
5780,4.924994,9.95208,15.76749
5790,4.930231,9.954674,15.76913
5800,4.935472,9.957272,15.77077
5810,4.940716,9.959873,15.77241
5820,4.945963,9.962479,15.77405
5830,4.951214,9.965088,15.7757
5840,4.956469,9.967701,15.77735
5850,4.961726,9.970318,15.779
5860,4.966988,9.972939,15.78066
5870,4.972252,9.975563,15.78232
5880,4.97752,9.978191,15.78399
5890,4.982791,9.980824,15.78566
5900,4.988066,9.983459,15.78732
5910,4.993344,9.986098,15.78899
5920,4.998626,9.988742,15.79066
5930,5.00391,9.991389,15.79234
5940,5.009198,9.99404,15.79401
5950,5.01449,9.996695,15.79569
5960,5.019784,9.999352,15.79737
5970,5.025082,10.00201,15.79906
5980,5.030384,10.00468,15.80074
5990,5.035688,10.00735,15.80243
6000,5.040996,10.01002,15.80413
6010,5.046307,10.0127,15.80582
6020,5.051621,10.01538,15.80752
6030,5.056938,10.01807,15.80922
6040,5.062259,10.02075,15.81092
6050,5.067583,10.02345,15.81263
6060,5.07291,10.02614,15.81434
6070,5.07824,10.02884,15.81605
6080,5.083573,10.03154,15.81776
6090,5.08891,10.03425,15.81948
6100,5.09425,10.03696,15.8212
6110,5.099593,10.03968,15.82292
6120,5.104939,10.04239,15.82465
6130,5.110288,10.04512,15.82637
6140,5.11564,10.04784,15.8281
6150,5.120996,10.05057,15.82983
6160,5.126354,10.0533,15.83157
6170,5.131715,10.05604,15.83331
6180,5.13708,10.05878,15.83505
6190,5.142448,10.06152,15.83679
6200,5.147819,10.06427,15.83854
6210,5.153193,10.06702,15.84029
6220,5.158569,10.06978,15.84204
6230,5.163949,10.07254,15.84379
6240,5.169332,10.0753,15.84555
6250,5.174718,10.07807,15.84731
6260,5.180107,10.08084,15.84907
6270,5.185499,10.08361,15.85084
6280,5.190894,10.08639,15.8526
6290,5.196291,10.08917,15.85437
6300,5.201692,10.09195,15.85614
6310,5.207096,10.09474,15.85792
6320,5.212502,10.09753,15.85969
6330,5.217912,10.10032,15.86147
6340,5.223325,10.10312,15.86326
6350,5.22874,10.10593,15.86504
6360,5.234159,10.10873,15.86683
6370,5.23958,10.11154,15.86862
6380,5.245004,10.11436,15.87041
6390,5.250431,10.11717,15.87221
6400,5.255861,10.11999,15.87401
6410,5.261293,10.12282,15.87581
6420,5.266729,10.12564,15.87761
6430,5.272167,10.12848,15.87942
6440,5.277609,10.13131,15.88122
6450,5.283053,10.13415,15.88304
6460,5.2885,10.13699,15.88485
6470,5.29395,10.13984,15.88666
6480,5.299402,10.14269,15.88848
6490,5.304857,10.14554,15.8903
6500,5.310316,10.1484,15.89213
6510,5.315777,10.15126,15.89396
6520,5.32124,10.15412,15.89579
6530,5.326707,10.15699,15.89763
6540,5.332176,10.15986,15.89947
6550,5.337648,10.16274,15.90131
6560,5.343122,10.16562,15.90316
6570,5.3486,10.1685,15.905
6580,5.35408,10.17138,15.90685
6590,5.359562,10.17427,15.90869
6600,5.365048,10.17716,15.91054
6610,5.370536,10.18006,15.91239
6620,5.376027,10.18296,15.91424
6630,5.381521,10.18586,15.91609
6640,5.387017,10.18877,15.91795
6650,5.392516,10.19168,15.9198
6660,5.398017,10.1946,15.92167
6670,5.403522,10.19751,15.92354
6680,5.409028,10.20043,15.92541
